invoice_date,shopping_mall,Region,total_revenue,transaction_count,avg_transaction_value,total_quantity,unique_customers,revenue_per_customer
2022-03-28,Metropol AVM,Ataşehir,16413.8,12,1367.82,33,12,1367.82
2022-03-28,Viaport Outlet,Pendik,48135.32,8,6016.92,29,8,6016.92
2022-03-28,Zorlu Center,Beşiktaş,13220.94,5,2644.19,18,5,2644.19
2022-03-29,Cevahir AVM,Bayrampaşa,3055.0,5,611.0,18,5,611.0
2022-03-29,Emaar Square Mall,Üsküdar,21305.01,5,4261.0,15,5,4261.0
2022-03-29,Forum Istanbul,Bayrampaşa,3685.59,4,921.4,8,4,921.4
2022-03-29,Istinye Park,Şişli,39850.77,19,2097.41,64,19,2097.41
2022-03-29,Kanyon,Levent,17489.52,11,1589.96,29,11,1589.96
2022-03-29,Mall of Istanbul,Beşiktaş,42598.29,23,1852.1,59,23,1852.1
2022-03-29,Metrocity,Levent,26422.59,21,1258.22,62,21,1258.22
2022-03-29,Metropol AVM,Ataşehir,13287.37,9,1476.37,28,9,1476.37
2022-03-29,Viaport Outlet,Pendik,2250.93,3,750.31,8,3,750.31
2022-03-29,Zorlu Center,Beşiktaş,13874.66,4,3468.67,14,4,3468.66
2022-03-30,Cevahir AVM,Bayrampaşa,5651.84,6,941.97,20,6,941.97
2022-03-30,Emaar Square Mall,Üsküdar,24578.89,10,2457.89,28,10,2457.89
2022-03-30,Forum Istanbul,Bayrampaşa,12292.24,6,2048.71,18,6,2048.71
2022-03-30,Istinye Park,Şişli,36555.97,14,2611.14,41,14,2611.14
2022-03-30,Kanyon,Levent,37613.98,27,1393.11,73,27,1393.11
2022-03-30,Mall of Istanbul,Beşiktaş,40000.81,27,1481.51,67,27,1481.51
2022-03-30,Metrocity,Levent,51559.52,20,2577.98,71,20,2577.98
2022-03-30,Metropol AVM,Ataşehir,13424.37,8,1678.05,31,8,1678.05
2022-03-30,Viaport Outlet,Pendik,10204.6,7,1457.8,23,7,1457.8
2022-03-30,Zorlu Center,Beşiktaş,18244.08,10,1824.41,29,10,1824.41
2022-03-31,Cevahir AVM,Bayrampaşa,16576.55,6,2762.76,15,6,2762.76
2022-03-31,Emaar Square Mall,Üsküdar,6822.97,5,1364.59,17,5,1364.59
2022-03-31,Forum Istanbul,Bayrampaşa,8783.25,9,975.92,24,9,975.92
2022-03-31,Istinye Park,Şişli,46556.17,15,3103.74,46,15,3103.74
2022-03-31,Kanyon,Levent,23912.9,26,919.73,64,26,919.73
2022-03-31,Mall of Istanbul,Beşiktaş,30171.52,27,1117.46,66,27,1117.46
2022-03-31,Metrocity,Levent,11785.02,15,785.67,31,15,785.67
2022-03-31,Metropol AVM,Ataşehir,18865.3,15,1257.69,39,15,1257.69
2022-03-31,Viaport Outlet,Pendik,13141.57,9,1460.17,21,9,1460.17
2022-03-31,Zorlu Center,Beşiktaş,841.98,2,420.99,7,2,420.99
2022-04-01,Cevahir AVM,Bayrampaşa,14681.07,6,2446.85,23,6,2446.84
2022-04-01,Emaar Square Mall,Üsküdar,22039.05,9,2448.78,27,9,2448.78
2022-04-01,Forum Istanbul,Bayrampaşa,12860.48,6,2143.41,17,6,2143.41
2022-04-01,Istinye Park,Şişli,23102.3,9,2566.92,33,9,2566.92
2022-04-01,Kanyon,Levent,53464.75,22,2430.22,74,22,2430.22
2022-04-01,Mall of Istanbul,Beşiktaş,45715.01,20,2285.75,68,20,2285.75
2022-04-01,Metrocity,Levent,9322.74,15,621.52,36,15,621.52
2022-04-01,Metropol AVM,Ataşehir,18510.06,8,2313.76,28,8,2313.76
2022-04-01,Viaport Outlet,Pendik,13797.58,6,2299.6,24,6,2299.6
2022-04-01,Zorlu Center,Beşiktaş,19225.97,9,2136.22,22,9,2136.22
2022-04-02,Cevahir AVM,Bayrampaşa,10567.59,6,1761.26,17,6,1761.26
2022-04-02,Emaar Square Mall,Üsküdar,8109.48,5,1621.9,13,5,1621.9
2022-04-02,Forum Istanbul,Bayrampaşa,9449.34,4,2362.34,9,4,2362.34
2022-04-02,Istinye Park,Şişli,18621.05,14,1330.08,39,14,1330.08
2022-04-02,Kanyon,Levent,47765.65,21,2274.55,64,21,2274.55
2022-04-02,Mall of Istanbul,Beşiktaş,30517.81,27,1130.29,85,27,1130.29
2022-04-02,Metrocity,Levent,42039.74,17,2472.93,49,17,2472.93
2022-04-02,Metropol AVM,Ataşehir,9069.31,9,1007.7,22,9,1007.7
2022-04-02,Viaport Outlet,Pendik,29183.78,9,3242.64,24,9,3242.64
2022-04-02,Zorlu Center,Beşiktaş,8822.6,6,1470.43,17,6,1470.43
2022-04-03,Cevahir AVM,Bayrampaşa,11856.86,4,2964.21,11,4,2964.22
2022-04-03,Emaar Square Mall,Üsküdar,253.2,2,126.6,2,2,126.6
2022-04-03,Forum Istanbul,Bayrampaşa,18587.93,11,1689.81,35,11,1689.81
2022-04-03,Istinye Park,Şişli,48275.12,13,3713.47,35,13,3713.47
2022-04-03,Kanyon,Levent,55443.45,26,2132.44,74,26,2132.44
2022-04-03,Mall of Istanbul,Beşiktaş,44277.8,23,1925.12,76,23,1925.12
2022-04-03,Metrocity,Levent,62607.3,26,2407.97,77,26,2407.97
2022-04-03,Metropol AVM,Ataşehir,12730.4,12,1060.87,34,12,1060.87
2022-04-03,Viaport Outlet,Pendik,4310.25,4,1077.56,12,4,1077.56
2022-04-03,Zorlu Center,Beşiktaş,9404.49,6,1567.42,18,6,1567.42
2022-04-04,Cevahir AVM,Bayrampaşa,1516.13,6,252.69,18,6,252.69
2022-04-04,Emaar Square Mall,Üsküdar,8990.1,5,1798.02,19,5,1798.02
2022-04-04,Forum Istanbul,Bayrampaşa,17418.1,11,1583.46,32,11,1583.46
2022-04-04,Istinye Park,Şişli,31302.68,14,2235.91,39,14,2235.91
2022-04-04,Kanyon,Levent,56300.87,24,2345.87,69,24,2345.87
2022-04-04,Mall of Istanbul,Beşiktaş,26525.63,17,1560.33,54,17,1560.33
2022-04-04,Metrocity,Levent,27799.84,23,1208.69,64,23,1208.69
2022-04-04,Metropol AVM,Ataşehir,33899.32,12,2824.94,48,12,2824.94
2022-04-04,Viaport Outlet,Pendik,7431.36,6,1238.56,13,6,1238.56
2022-04-04,Zorlu Center,Beşiktaş,4781.72,3,1593.91,7,3,1593.91
2022-04-05,Cevahir AVM,Bayrampaşa,14470.35,4,3617.59,17,4,3617.59
2022-04-05,Emaar Square Mall,Üsküdar,10730.91,5,2146.18,17,5,2146.18
2022-04-05,Forum Istanbul,Bayrampaşa,240.69,3,80.23,10,3,80.23
2022-04-05,Istinye Park,Şişli,63568.45,13,4889.88,46,13,4889.88
2022-04-05,Kanyon,Levent,31701.88,25,1268.08,70,25,1268.08
2022-04-05,Mall of Istanbul,Beşiktaş,53294.58,24,2220.61,71,24,2220.61
2022-04-05,Metrocity,Levent,4719.11,15,314.61,34,15,314.61
2022-04-05,Metropol AVM,Ataşehir,24257.56,12,2021.46,34,12,2021.46
2022-04-05,Viaport Outlet,Pendik,4215.54,4,1053.88,10,4,1053.88
2022-04-05,Zorlu Center,Beşiktaş,19499.39,6,3249.9,19,6,3249.9
2022-04-06,Cevahir AVM,Bayrampaşa,5575.51,9,619.5,27,9,619.5
2022-04-06,Emaar Square Mall,Üsküdar,15186.36,6,2531.06,16,6,2531.06
2022-04-06,Forum Istanbul,Bayrampaşa,25965.24,9,2885.03,31,9,2885.03
2022-04-06,Istinye Park,Şişli,28028.51,11,2548.05,38,11,2548.05
2022-04-06,Kanyon,Levent,40674.29,28,1452.65,80,28,1452.65
2022-04-06,Mall of Istanbul,Beşiktaş,37593.74,23,1634.51,61,23,1634.51
2022-04-06,Metrocity,Levent,47526.26,19,2501.38,65,19,2501.38
2022-04-06,Metropol AVM,Ataşehir,34525.21,16,2157.83,43,16,2157.83
2022-04-06,Viaport Outlet,Pendik,5049.53,5,1009.91,15,5,1009.91
2022-04-06,Zorlu Center,Beşiktaş,1301.33,7,185.9,12,7,185.9
2022-04-07,Cevahir AVM,Bayrampaşa,11261.85,7,1608.84,18,7,1608.84
2022-04-07,Emaar Square Mall,Üsküdar,23280.0,8,2910.0,24,8,2910.0
2022-04-07,Forum Istanbul,Bayrampaşa,12793.43,10,1279.34,30,10,1279.34
2022-04-07,Istinye Park,Şişli,23816.1,16,1488.51,49,16,1488.51
2022-04-07,Kanyon,Levent,52745.75,20,2637.29,63,20,2637.29
2022-04-07,Mall of Istanbul,Beşiktaş,37696.11,26,1449.85,81,26,1449.85
2022-04-07,Metrocity,Levent,36382.19,23,1581.83,67,23,1581.83
2022-04-07,Metropol AVM,Ataşehir,34173.08,12,2847.76,45,12,2847.76
2022-04-07,Viaport Outlet,Pendik,17485.22,7,2497.89,19,7,2497.89
2022-04-07,Zorlu Center,Beşiktaş,1593.59,5,318.72,13,5,318.72
2022-04-08,Cevahir AVM,Bayrampaşa,12089.42,9,1343.27,24,9,1343.27
2022-04-08,Emaar Square Mall,Üsküdar,4874.45,8,609.31,22,8,609.31
2022-04-08,Forum Istanbul,Bayrampaşa,27525.76,8,3440.72,21,8,3440.72
2022-04-08,Istinye Park,Şişli,14688.1,11,1335.28,31,11,1335.28
2022-04-08,Kanyon,Levent,39988.09,27,1481.04,74,27,1481.04
2022-04-08,Mall of Istanbul,Beşiktaş,48135.8,34,1415.76,86,34,1415.76
2022-04-08,Metrocity,Levent,26499.39,17,1558.79,47,17,1558.79
2022-04-08,Metropol AVM,Ataşehir,32771.59,14,2340.83,42,14,2340.83
2022-04-08,Viaport Outlet,Pendik,8846.47,3,2948.82,8,3,2948.82
2022-04-08,Zorlu Center,Beşiktaş,5432.01,3,1810.67,12,3,1810.67
2022-04-09,Cevahir AVM,Bayrampaşa,1132.64,4,283.16,9,4,283.16
2022-04-09,Emaar Square Mall,Üsküdar,6077.34,6,1012.89,20,6,1012.89
2022-04-09,Forum Istanbul,Bayrampaşa,1800.48,7,257.21,14,7,257.21
2022-04-09,Istinye Park,Şişli,15956.14,10,1595.61,33,10,1595.61
2022-04-09,Kanyon,Levent,33293.7,25,1331.75,73,25,1331.75
2022-04-09,Mall of Istanbul,Beşiktaş,9985.28,16,624.08,40,16,624.08
2022-04-09,Metrocity,Levent,41201.04,16,2575.06,52,16,2575.06
2022-04-09,Metropol AVM,Ataşehir,15542.34,8,1942.79,32,8,1942.79
2022-04-09,Viaport Outlet,Pendik,15307.84,11,1391.62,32,11,1391.62
2022-04-09,Zorlu Center,Beşiktaş,16931.57,6,2821.93,22,6,2821.93
2022-04-10,Cevahir AVM,Bayrampaşa,7692.2,10,769.22,32,10,769.22
2022-04-10,Emaar Square Mall,Üsküdar,18682.81,7,2668.97,25,7,2668.97
2022-04-10,Forum Istanbul,Bayrampaşa,869.32,5,173.86,14,5,173.86
2022-04-10,Istinye Park,Şişli,22315.34,8,2789.42,26,8,2789.42
2022-04-10,Kanyon,Levent,21424.17,24,892.67,55,24,892.67
2022-04-10,Mall of Istanbul,Beşiktaş,23656.93,20,1182.85,52,20,1182.85
2022-04-10,Metrocity,Levent,22717.97,21,1081.81,54,21,1081.81
2022-04-10,Metropol AVM,Ataşehir,19420.59,11,1765.51,35,11,1765.51
2022-04-10,Viaport Outlet,Pendik,8108.48,8,1013.56,21,8,1013.56
2022-04-10,Zorlu Center,Beşiktaş,25369.2,7,3624.17,22,7,3624.17
2022-04-11,Cevahir AVM,Bayrampaşa,28720.4,8,3590.05,27,8,3590.05
2022-04-11,Emaar Square Mall,Üsküdar,8162.3,3,2720.77,6,3,2720.77
2022-04-11,Forum Istanbul,Bayrampaşa,28478.05,8,3559.76,33,8,3559.76
2022-04-11,Istinye Park,Şişli,46102.37,12,3841.86,39,12,3841.86
2022-04-11,Kanyon,Levent,80249.86,34,2360.29,100,34,2360.29
2022-04-11,Mall of Istanbul,Beşiktaş,29086.8,26,1118.72,79,26,1118.72
2022-04-11,Metrocity,Levent,56949.0,21,2711.86,67,21,2711.86
2022-04-11,Metropol AVM,Ataşehir,27370.02,14,1955.0,53,14,1955.0
2022-04-11,Viaport Outlet,Pendik,8167.66,9,907.52,25,9,907.52
2022-04-11,Zorlu Center,Beşiktaş,15531.22,6,2588.54,22,6,2588.54
2022-04-12,Cevahir AVM,Bayrampaşa,2937.91,5,587.58,9,5,587.58
2022-04-12,Emaar Square Mall,Üsküdar,16869.0,9,1874.33,28,9,1874.33
2022-04-12,Forum Istanbul,Bayrampaşa,961.62,6,160.27,16,6,160.27
2022-04-12,Istinye Park,Şişli,26556.54,10,2655.65,30,10,2655.65
2022-04-12,Kanyon,Levent,46312.77,24,1929.7,74,24,1929.7
2022-04-12,Mall of Istanbul,Beşiktaş,55813.49,30,1860.45,108,30,1860.45
2022-04-12,Metrocity,Levent,20324.65,20,1016.23,52,20,1016.23
2022-04-12,Metropol AVM,Ataşehir,47497.6,21,2261.79,72,21,2261.79
2022-04-12,Viaport Outlet,Pendik,7180.7,6,1196.78,18,6,1196.78
2022-04-12,Zorlu Center,Beşiktaş,3566.41,9,396.27,26,9,396.27
2022-04-13,Cevahir AVM,Bayrampaşa,34012.65,9,3779.18,32,9,3779.18
2022-04-13,Emaar Square Mall,Üsküdar,28892.62,4,7223.15,17,4,7223.16
2022-04-13,Forum Istanbul,Bayrampaşa,8067.55,7,1152.51,20,7,1152.51
2022-04-13,Istinye Park,Şişli,21215.09,15,1414.34,49,15,1414.34
2022-04-13,Kanyon,Levent,39431.7,24,1642.99,79,24,1642.99
2022-04-13,Mall of Istanbul,Beşiktaş,94329.8,32,2947.81,106,32,2947.81
2022-04-13,Metrocity,Levent,44082.89,17,2593.11,50,17,2593.11
2022-04-13,Metropol AVM,Ataşehir,40261.32,10,4026.13,31,10,4026.13
2022-04-13,Viaport Outlet,Pendik,462.08,3,154.03,13,3,154.03
2022-04-13,Zorlu Center,Beşiktaş,897.95,4,224.49,9,4,224.49
2022-04-14,Cevahir AVM,Bayrampaşa,7554.44,5,1510.89,15,5,1510.89
2022-04-14,Emaar Square Mall,Üsküdar,13404.38,5,2680.88,14,5,2680.88
2022-04-14,Forum Istanbul,Bayrampaşa,27493.39,4,6873.35,14,4,6873.35
2022-04-14,Istinye Park,Şişli,19645.12,6,3274.19,18,6,3274.19
2022-04-14,Kanyon,Levent,75054.43,27,2779.79,83,27,2779.79
2022-04-14,Mall of Istanbul,Beşiktaş,86425.84,41,2107.95,119,41,2107.95
2022-04-14,Metrocity,Levent,19807.03,17,1165.12,42,17,1165.12
2022-04-14,Metropol AVM,Ataşehir,22874.16,11,2079.47,34,11,2079.47
2022-04-14,Viaport Outlet,Pendik,4010.49,3,1336.83,13,3,1336.83
2022-04-14,Zorlu Center,Beşiktaş,14875.91,7,2125.13,21,7,2125.13
2022-04-15,Cevahir AVM,Bayrampaşa,15525.42,7,2217.92,21,7,2217.92
2022-04-15,Emaar Square Mall,Üsküdar,9382.17,8,1172.77,21,8,1172.77
2022-04-15,Forum Istanbul,Bayrampaşa,26422.1,7,3774.59,24,7,3774.59
2022-04-15,Istinye Park,Şişli,23572.98,10,2357.3,28,10,2357.3
2022-04-15,Kanyon,Levent,38468.81,22,1748.58,73,22,1748.58
2022-04-15,Mall of Istanbul,Beşiktaş,30603.54,26,1177.06,72,26,1177.06
2022-04-15,Metrocity,Levent,66183.36,15,4412.22,57,15,4412.22
2022-04-15,Metropol AVM,Ataşehir,33071.05,7,4724.44,27,7,4724.44
2022-04-15,Viaport Outlet,Pendik,8894.83,4,2223.71,14,4,2223.71
2022-04-15,Zorlu Center,Beşiktaş,22297.45,7,3185.35,21,7,3185.35
2022-04-16,Cevahir AVM,Bayrampaşa,7484.14,7,1069.16,19,7,1069.16
2022-04-16,Emaar Square Mall,Üsküdar,40512.97,7,5787.57,30,7,5787.57
2022-04-16,Forum Istanbul,Bayrampaşa,23283.21,7,3326.17,24,7,3326.17
2022-04-16,Istinye Park,Şişli,8177.02,8,1022.13,25,8,1022.13
2022-04-16,Kanyon,Levent,34957.14,25,1398.29,72,25,1398.29
2022-04-16,Mall of Istanbul,Beşiktaş,69151.48,23,3006.59,69,23,3006.59
2022-04-16,Metrocity,Levent,46991.61,13,3614.74,41,13,3614.74
2022-04-16,Metropol AVM,Ataşehir,23215.93,14,1658.28,35,14,1658.28
2022-04-16,Viaport Outlet,Pendik,18181.92,10,1818.19,26,10,1818.19
2022-04-16,Zorlu Center,Beşiktaş,13954.77,6,2325.8,21,6,2325.8
2022-04-17,Cevahir AVM,Bayrampaşa,6418.71,2,3209.36,7,2,3209.36
2022-04-17,Emaar Square Mall,Üsküdar,8783.08,6,1463.85,16,6,1463.85
2022-04-17,Forum Istanbul,Bayrampaşa,8618.14,6,1436.36,18,6,1436.36
2022-04-17,Istinye Park,Şişli,9065.81,11,824.16,29,11,824.16
2022-04-17,Kanyon,Levent,44406.79,21,2114.61,55,21,2114.61
2022-04-17,Mall of Istanbul,Beşiktaş,45963.19,28,1641.54,82,28,1641.54
2022-04-17,Metrocity,Levent,28418.53,16,1776.16,50,16,1776.16
2022-04-17,Metropol AVM,Ataşehir,6550.16,6,1091.69,21,6,1091.69
2022-04-17,Viaport Outlet,Pendik,746.35,5,149.27,13,5,149.27
2022-04-17,Zorlu Center,Beşiktaş,896.67,5,179.33,11,5,179.33
2022-04-18,Cevahir AVM,Bayrampaşa,29440.19,7,4205.74,20,7,4205.74
2022-04-18,Emaar Square Mall,Üsküdar,12411.08,8,1551.38,17,8,1551.38
2022-04-18,Forum Istanbul,Bayrampaşa,13803.22,10,1380.32,31,10,1380.32
2022-04-18,Istinye Park,Şişli,25453.42,15,1696.89,45,15,1696.89
2022-04-18,Kanyon,Levent,65041.64,24,2710.07,74,24,2710.07
2022-04-18,Mall of Istanbul,Beşiktaş,15036.24,19,791.38,53,19,791.38
2022-04-18,Metrocity,Levent,43717.06,21,2081.76,59,21,2081.76
2022-04-18,Metropol AVM,Ataşehir,2722.94,7,388.99,19,7,388.99
2022-04-18,Viaport Outlet,Pendik,11717.2,7,1673.89,22,7,1673.89
2022-04-18,Zorlu Center,Beşiktaş,8621.93,9,957.99,29,9,957.99
2022-04-19,Cevahir AVM,Bayrampaşa,8097.54,5,1619.51,16,5,1619.51
2022-04-19,Emaar Square Mall,Üsküdar,2640.7,4,660.17,7,4,660.18
2022-04-19,Forum Istanbul,Bayrampaşa,21241.0,10,2124.1,30,10,2124.1
2022-04-19,Istinye Park,Şişli,6848.61,14,489.19,47,14,489.19
2022-04-19,Kanyon,Levent,12957.39,14,925.53,40,14,925.53
2022-04-19,Mall of Istanbul,Beşiktaş,55871.65,23,2429.2,61,23,2429.2
2022-04-19,Metrocity,Levent,49036.71,31,1581.83,96,31,1581.83
2022-04-19,Metropol AVM,Ataşehir,26783.73,18,1487.99,49,18,1487.98
2022-04-19,Viaport Outlet,Pendik,4444.61,8,555.58,19,8,555.58
2022-04-19,Zorlu Center,Beşiktaş,29964.97,8,3745.62,26,8,3745.62
2022-04-20,Cevahir AVM,Bayrampaşa,6007.46,4,1501.86,11,4,1501.86
2022-04-20,Emaar Square Mall,Üsküdar,8762.5,5,1752.5,18,5,1752.5
2022-04-20,Forum Istanbul,Bayrampaşa,23346.49,11,2122.41,37,11,2122.41
2022-04-20,Istinye Park,Şişli,8261.45,7,1180.21,28,7,1180.21
2022-04-20,Kanyon,Levent,44877.33,21,2137.02,66,21,2137.02
2022-04-20,Mall of Istanbul,Beşiktaş,18175.81,18,1009.77,57,18,1009.77
2022-04-20,Metrocity,Levent,75480.14,24,3145.01,86,24,3145.01
2022-04-20,Metropol AVM,Ataşehir,14711.22,11,1337.38,40,11,1337.38
2022-04-20,Viaport Outlet,Pendik,17148.88,5,3429.78,19,5,3429.78
2022-04-20,Zorlu Center,Beşiktaş,38399.06,10,3839.91,32,10,3839.91
2022-04-21,Cevahir AVM,Bayrampaşa,7167.75,3,2389.25,11,3,2389.25
2022-04-21,Emaar Square Mall,Üsküdar,17323.25,10,1732.32,29,10,1732.32
2022-04-21,Forum Istanbul,Bayrampaşa,7299.54,8,912.44,22,8,912.44
2022-04-21,Istinye Park,Şişli,39513.01,12,3292.75,49,12,3292.75
2022-04-21,Kanyon,Levent,94911.61,34,2791.52,109,34,2791.52
2022-04-21,Mall of Istanbul,Beşiktaş,45062.31,31,1453.62,84,31,1453.62
2022-04-21,Metrocity,Levent,30849.85,15,2056.66,43,15,2056.66
2022-04-21,Metropol AVM,Ataşehir,18840.5,14,1345.75,39,14,1345.75
2022-04-21,Viaport Outlet,Pendik,10023.87,6,1670.64,17,6,1670.65
2022-04-21,Zorlu Center,Beşiktaş,22608.67,10,2260.87,28,10,2260.87
2022-04-22,Cevahir AVM,Bayrampaşa,8449.88,8,1056.23,24,8,1056.23
2022-04-22,Emaar Square Mall,Üsküdar,4442.22,4,1110.55,14,4,1110.56
2022-04-22,Forum Istanbul,Bayrampaşa,16586.55,5,3317.31,16,5,3317.31
2022-04-22,Istinye Park,Şişli,17086.31,13,1314.33,36,13,1314.33
2022-04-22,Kanyon,Levent,62792.75,23,2730.12,75,23,2730.12
2022-04-22,Mall of Istanbul,Beşiktaş,67475.06,29,2326.73,93,29,2326.73
2022-04-22,Metrocity,Levent,24385.36,14,1741.81,43,14,1741.81
2022-04-22,Metropol AVM,Ataşehir,31706.72,16,1981.67,42,16,1981.67
2022-04-22,Viaport Outlet,Pendik,21522.36,5,4304.47,14,5,4304.47
2022-04-22,Zorlu Center,Beşiktaş,6297.11,6,1049.52,15,6,1049.52
2022-04-23,Cevahir AVM,Bayrampaşa,4814.43,7,687.78,18,7,687.78
2022-04-23,Emaar Square Mall,Üsküdar,2700.23,5,540.05,11,5,540.05
2022-04-23,Forum Istanbul,Bayrampaşa,22599.03,5,4519.81,15,5,4519.81
2022-04-23,Istinye Park,Şişli,26776.6,15,1785.11,36,15,1785.11
2022-04-23,Kanyon,Levent,33533.23,21,1596.82,53,21,1596.82
2022-04-23,Mall of Istanbul,Beşiktaş,53994.22,28,1928.36,83,28,1928.36
2022-04-23,Metrocity,Levent,76721.35,28,2740.05,92,28,2740.05
2022-04-23,Metropol AVM,Ataşehir,35666.01,12,2972.17,35,12,2972.17
2022-04-23,Viaport Outlet,Pendik,21015.8,8,2626.97,21,8,2626.98
2022-04-23,Zorlu Center,Beşiktaş,7995.9,10,799.59,30,10,799.59
2022-04-24,Cevahir AVM,Bayrampaşa,13087.62,9,1454.18,31,9,1454.18
2022-04-24,Emaar Square Mall,Üsküdar,22027.0,9,2447.44,23,9,2447.44
2022-04-24,Forum Istanbul,Bayrampaşa,1020.76,4,255.19,11,4,255.19
2022-04-24,Istinye Park,Şişli,13324.73,10,1332.47,31,10,1332.47
2022-04-24,Kanyon,Levent,86010.3,27,3185.57,88,27,3185.57
2022-04-24,Mall of Istanbul,Beşiktaş,49645.06,24,2068.54,68,24,2068.54
2022-04-24,Metrocity,Levent,76618.32,24,3192.43,81,24,3192.43
2022-04-24,Metropol AVM,Ataşehir,26747.71,11,2431.61,31,11,2431.61
2022-04-24,Viaport Outlet,Pendik,10296.37,11,936.03,25,11,936.03
2022-04-24,Zorlu Center,Beşiktaş,25723.17,8,3215.4,27,8,3215.4
2022-04-25,Cevahir AVM,Bayrampaşa,13264.97,8,1658.12,23,8,1658.12
2022-04-25,Emaar Square Mall,Üsküdar,42676.76,14,3048.34,42,14,3048.34
2022-04-25,Forum Istanbul,Bayrampaşa,3964.23,5,792.85,18,5,792.85
2022-04-25,Istinye Park,Şişli,18387.68,10,1838.77,32,10,1838.77
2022-04-25,Kanyon,Levent,39216.8,31,1265.06,86,31,1265.06
2022-04-25,Mall of Istanbul,Beşiktaş,23607.59,23,1026.42,62,23,1026.42
2022-04-25,Metrocity,Levent,34258.45,24,1427.44,69,24,1427.44
2022-04-25,Metropol AVM,Ataşehir,17862.92,15,1190.86,40,15,1190.86
2022-04-25,Viaport Outlet,Pendik,228.06,1,228.06,1,1,228.06
2022-04-25,Zorlu Center,Beşiktaş,19500.78,7,2785.83,24,7,2785.83
2022-04-26,Cevahir AVM,Bayrampaşa,5729.62,5,1145.92,11,5,1145.92
2022-04-26,Emaar Square Mall,Üsküdar,3517.93,3,1172.64,6,3,1172.64
2022-04-26,Forum Istanbul,Bayrampaşa,27301.32,7,3900.19,26,7,3900.19
2022-04-26,Istinye Park,Şişli,9935.79,12,827.98,35,12,827.98
2022-04-26,Kanyon,Levent,59037.47,23,2566.85,69,23,2566.85
2022-04-26,Mall of Istanbul,Beşiktaş,21546.21,19,1134.01,49,19,1134.01
2022-04-26,Metrocity,Levent,24306.69,17,1429.81,50,17,1429.81
2022-04-26,Metropol AVM,Ataşehir,32152.29,12,2679.36,49,12,2679.36
2022-04-26,Viaport Outlet,Pendik,18070.19,7,2581.46,23,7,2581.46
2022-04-26,Zorlu Center,Beşiktaş,28120.39,8,3515.05,26,8,3515.05
2022-04-27,Cevahir AVM,Bayrampaşa,14442.86,5,2888.57,18,5,2888.57
2022-04-27,Emaar Square Mall,Üsküdar,2378.27,6,396.38,14,6,396.38
2022-04-27,Forum Istanbul,Bayrampaşa,18699.3,5,3739.86,16,5,3739.86
2022-04-27,Istinye Park,Şişli,3624.84,9,402.76,16,9,402.76
2022-04-27,Kanyon,Levent,42883.29,23,1864.49,69,23,1864.49
2022-04-27,Mall of Istanbul,Beşiktaş,34349.33,21,1635.68,66,21,1635.68
2022-04-27,Metrocity,Levent,52864.42,29,1822.91,97,29,1822.91
2022-04-27,Metropol AVM,Ataşehir,28064.27,12,2338.69,39,12,2338.69
2022-04-27,Viaport Outlet,Pendik,23066.68,7,3295.24,24,7,3295.24
2022-04-27,Zorlu Center,Beşiktaş,13256.46,6,2209.41,20,6,2209.41
2022-04-28,Cevahir AVM,Bayrampaşa,6270.88,7,895.84,16,7,895.84
2022-04-28,Emaar Square Mall,Üsküdar,5929.33,7,847.05,25,7,847.05
2022-04-28,Forum Istanbul,Bayrampaşa,3986.88,5,797.38,18,5,797.38
2022-04-28,Istinye Park,Şişli,1419.38,4,354.85,12,4,354.84
2022-04-28,Kanyon,Levent,45728.63,26,1758.79,81,26,1758.79
2022-04-28,Mall of Istanbul,Beşiktaş,53771.48,25,2150.86,80,25,2150.86
2022-04-28,Metrocity,Levent,54278.95,24,2261.62,68,24,2261.62
2022-04-28,Metropol AVM,Ataşehir,16966.83,10,1696.68,30,10,1696.68
2022-04-28,Viaport Outlet,Pendik,6969.27,8,871.16,18,8,871.16
2022-04-28,Zorlu Center,Beşiktaş,278.18,4,69.55,13,4,69.54
2022-04-29,Cevahir AVM,Bayrampaşa,3715.96,5,743.19,10,5,743.19
2022-04-29,Emaar Square Mall,Üsküdar,22323.33,10,2232.33,30,10,2232.33
2022-04-29,Forum Istanbul,Bayrampaşa,19873.86,8,2484.23,27,8,2484.23
2022-04-29,Istinye Park,Şişli,33412.82,8,4176.6,28,8,4176.6
2022-04-29,Kanyon,Levent,60755.69,27,2250.21,77,27,2250.21
2022-04-29,Mall of Istanbul,Beşiktaş,67241.39,23,2923.54,76,23,2923.54
2022-04-29,Metrocity,Levent,19867.1,16,1241.69,45,16,1241.69
2022-04-29,Metropol AVM,Ataşehir,12808.16,9,1423.13,24,9,1423.13
2022-04-29,Viaport Outlet,Pendik,48812.22,7,6973.17,24,7,6973.17
2022-04-29,Zorlu Center,Beşiktaş,8854.01,5,1770.8,15,5,1770.8
2022-04-30,Cevahir AVM,Bayrampaşa,9712.55,8,1214.07,22,8,1214.07
2022-04-30,Emaar Square Mall,Üsküdar,4017.69,5,803.54,17,5,803.54
2022-04-30,Forum Istanbul,Bayrampaşa,6151.65,3,2050.55,8,3,2050.55
2022-04-30,Istinye Park,Şişli,33949.04,12,2829.09,30,12,2829.09
2022-04-30,Kanyon,Levent,68476.04,32,2139.88,87,32,2139.88
