invoice_date,Region,total_revenue,transaction_count,avg_transaction_value,total_quantity,unique_customers,active_malls
2022-03-03,Beşiktaş,63359.81,20,3167.99,63,20,2
2022-03-03,Levent,79368.68,41,1935.82,116,41,2
2022-03-03,Pendik,12632.89,8,1579.11,22,8,1
2022-03-03,Üsküdar,13045.29,8,1630.66,23,8,1
2022-03-03,Şişli,26658.11,16,1666.13,40,16,1
2022-03-04,Ataşehir,33660.07,17,1980.0,53,17,1
2022-03-04,Bayrampaşa,24548.01,15,1636.53,43,15,2
2022-03-04,Beşiktaş,68775.22,32,2149.23,105,32,2
2022-03-04,Levent,88877.06,34,2614.03,111,34,2
2022-03-04,Pendik,7057.68,4,1764.42,16,4,1
2022-03-04,Üsküdar,5160.56,5,1032.11,16,5,1
2022-03-04,Şişli,17145.8,18,952.54,53,18,1
2022-03-05,Ataşehir,36178.55,19,1904.13,66,19,1
2022-03-05,Bayrampaşa,4101.9,8,512.74,22,8,2
2022-03-05,Beşiktaş,62977.92,42,1499.47,127,42,2
2022-03-05,Levent,47487.46,40,1187.19,114,40,2
2022-03-05,Pendik,3243.32,5,648.66,17,5,1
2022-03-05,Üsküdar,19205.12,3,6401.71,15,3,1
2022-03-05,Şişli,22399.38,11,2036.31,45,11,1
2022-03-06,Ataşehir,31289.67,16,1955.6,51,16,1
2022-03-06,Bayrampaşa,26544.36,11,2413.12,34,11,2
2022-03-06,Beşiktaş,72064.1,37,1947.68,114,37,2
2022-03-06,Levent,125173.11,49,2554.55,152,49,2
2022-03-06,Pendik,6276.45,9,697.38,19,9,1
2022-03-06,Üsküdar,10899.58,6,1816.6,19,6,1
2022-03-06,Şişli,38671.33,22,1757.79,60,22,1
2022-03-07,Ataşehir,19298.55,17,1135.21,41,17,1
2022-03-07,Bayrampaşa,11934.14,11,1084.92,26,11,2
2022-03-07,Beşiktaş,59122.81,32,1847.59,99,32,2
2022-03-07,Levent,48123.74,37,1300.64,112,37,2
2022-03-07,Pendik,9127.43,4,2281.86,17,4,1
2022-03-07,Üsküdar,6564.4,3,2188.13,10,3,1
2022-03-07,Şişli,35086.52,17,2063.91,58,17,1
2022-03-08,Ataşehir,48076.78,23,2090.29,72,23,1
2022-03-08,Bayrampaşa,30888.28,20,1544.41,57,20,2
2022-03-08,Beşiktaş,28124.26,32,878.88,94,32,2
2022-03-08,Levent,73894.57,35,2111.27,107,35,2
2022-03-08,Pendik,2295.4,5,459.08,12,5,1
2022-03-08,Üsküdar,4439.36,5,887.87,11,5,1
2022-03-08,Şişli,21272.25,14,1519.45,46,14,1
2022-03-09,Ataşehir,24418.73,16,1526.17,48,16,1
2022-03-09,Bayrampaşa,19718.19,9,2190.91,24,9,2
2022-03-09,Beşiktaş,66350.24,39,1701.29,121,39,2
2022-03-09,Levent,78247.18,34,2301.39,105,34,2
2022-03-09,Pendik,10622.01,9,1180.22,27,9,1
2022-03-09,Üsküdar,1903.45,4,475.86,6,4,1
2022-03-09,Şişli,10361.81,8,1295.23,26,8,1
2022-03-10,Ataşehir,6397.65,9,710.85,24,9,1
2022-03-10,Bayrampaşa,16243.82,11,1476.71,33,11,2
2022-03-10,Beşiktaş,90420.97,39,2318.49,119,39,2
2022-03-10,Levent,143156.73,52,2753.01,180,52,2
2022-03-10,Pendik,33331.67,7,4761.67,28,7,1
2022-03-10,Üsküdar,50924.04,11,4629.46,33,11,1
2022-03-10,Şişli,26390.39,11,2399.13,35,11,1
2022-03-11,Ataşehir,23280.65,11,2116.42,32,11,1
2022-03-11,Bayrampaşa,38420.73,17,2260.04,52,17,2
2022-03-11,Beşiktaş,75741.37,30,2524.71,89,30,2
2022-03-11,Levent,84582.83,40,2114.57,129,40,2
2022-03-11,Pendik,6964.86,3,2321.62,8,3,1
2022-03-11,Üsküdar,20102.48,6,3350.41,23,6,1
2022-03-11,Şişli,15332.88,12,1277.74,35,12,1
2022-03-12,Ataşehir,45129.62,16,2820.6,54,16,1
2022-03-12,Bayrampaşa,13746.84,11,1249.71,35,11,2
2022-03-12,Beşiktaş,89803.74,28,3207.28,91,28,2
2022-03-12,Levent,82761.41,44,1880.94,123,44,2
2022-03-12,Pendik,44248.3,10,4424.83,33,10,1
2022-03-12,Üsküdar,41580.37,9,4620.04,29,9,1
2022-03-12,Şişli,24211.24,10,2421.12,31,10,1
2022-03-13,Ataşehir,24048.67,12,2004.06,39,12,1
2022-03-13,Bayrampaşa,5761.18,11,523.74,27,11,2
2022-03-13,Beşiktaş,48817.39,24,2034.06,69,24,2
2022-03-13,Levent,119795.57,49,2444.81,168,49,2
2022-03-13,Pendik,5043.46,5,1008.69,16,5,1
2022-03-13,Üsküdar,19568.13,7,2795.45,25,7,1
2022-03-13,Şişli,8385.04,9,931.67,26,9,1
2022-03-14,Ataşehir,35402.89,16,2212.68,41,16,1
2022-03-14,Bayrampaşa,32845.08,14,2346.08,50,14,2
2022-03-14,Beşiktaş,71976.01,38,1894.11,119,38,2
2022-03-14,Levent,121965.24,47,2595.01,158,47,2
2022-03-14,Pendik,12516.93,3,4172.31,9,3,1
2022-03-14,Üsküdar,8818.8,7,1259.83,18,7,1
2022-03-14,Şişli,19738.52,11,1794.41,36,11,1
2022-03-15,Ataşehir,18163.59,10,1816.36,27,10,1
2022-03-15,Bayrampaşa,25619.27,10,2561.93,33,10,2
2022-03-15,Beşiktaş,44975.28,28,1606.26,76,28,2
2022-03-15,Levent,97531.06,46,2120.24,143,46,2
2022-03-15,Pendik,612.34,2,306.17,5,2,1
2022-03-15,Üsküdar,20706.19,7,2958.03,24,7,1
2022-03-15,Şişli,32831.1,10,3283.11,31,10,1
2022-03-16,Ataşehir,17979.19,12,1498.27,35,12,1
2022-03-16,Bayrampaşa,34912.85,11,3173.9,34,11,2
2022-03-16,Beşiktaş,66059.75,31,2130.96,88,31,2
2022-03-16,Levent,144934.71,43,3370.57,142,43,2
2022-03-16,Pendik,8151.55,7,1164.51,19,7,1
2022-03-16,Üsküdar,1723.96,5,344.79,13,5,1
2022-03-16,Şişli,30355.12,7,4336.45,19,7,1
2022-03-17,Ataşehir,18549.58,14,1324.97,49,14,1
2022-03-17,Bayrampaşa,16551.27,10,1655.13,26,10,2
2022-03-17,Beşiktaş,89926.57,37,2430.45,113,37,2
2022-03-17,Levent,80985.49,45,1799.68,130,45,2
2022-03-17,Pendik,18133.95,8,2266.74,31,8,1
2022-03-17,Üsküdar,543.73,5,108.75,12,5,1
2022-03-17,Şişli,16467.2,6,2744.53,21,6,1
2022-03-18,Ataşehir,18958.72,13,1458.36,38,13,1
2022-03-18,Bayrampaşa,19229.65,10,1922.96,29,10,2
2022-03-18,Beşiktaş,50051.74,28,1787.56,89,28,2
2022-03-18,Levent,51084.87,28,1824.46,86,28,2
2022-03-18,Pendik,7022.48,5,1404.5,11,5,1
2022-03-18,Üsküdar,30385.47,6,5064.24,23,6,1
2022-03-18,Şişli,30898.6,12,2574.88,35,12,1
2022-03-19,Ataşehir,45275.47,13,3482.73,45,13,1
2022-03-19,Bayrampaşa,39660.0,18,2203.33,56,18,2
2022-03-19,Beşiktaş,56404.06,30,1880.14,100,30,2
2022-03-19,Levent,110840.47,53,2091.33,155,53,2
2022-03-19,Pendik,4454.37,5,890.87,15,5,1
2022-03-19,Üsküdar,9834.16,7,1404.88,17,7,1
2022-03-19,Şişli,26415.53,9,2935.06,27,9,1
2022-03-20,Ataşehir,46016.31,14,3286.88,47,14,1
2022-03-20,Bayrampaşa,38504.93,16,2406.56,56,16,2
2022-03-20,Beşiktaş,55926.38,37,1511.52,108,37,2
2022-03-20,Levent,89475.74,39,2294.25,99,39,2
2022-03-20,Pendik,10874.42,3,3624.81,11,3,1
2022-03-20,Üsküdar,2025.54,1,2025.54,3,1,1
2022-03-20,Şişli,9586.3,11,871.48,37,11,1
2022-03-21,Ataşehir,36993.38,14,2642.38,53,14,1
2022-03-21,Bayrampaşa,21721.22,18,1206.73,45,18,2
2022-03-21,Beşiktaş,41583.35,27,1540.12,78,27,2
2022-03-21,Levent,121219.46,50,2424.39,165,50,2
2022-03-21,Pendik,10316.34,6,1719.39,16,6,1
2022-03-21,Üsküdar,2364.74,6,394.12,15,6,1
2022-03-21,Şişli,20716.45,16,1294.78,44,16,1
2022-03-22,Ataşehir,27700.44,14,1978.6,46,14,1
2022-03-22,Bayrampaşa,6342.92,8,792.86,24,8,2
2022-03-22,Beşiktaş,72386.96,36,2010.75,103,36,2
2022-03-22,Levent,115251.49,48,2401.07,148,48,2
2022-03-22,Pendik,19530.96,5,3906.19,22,5,1
2022-03-22,Üsküdar,25803.35,7,3686.19,31,7,1
2022-03-22,Şişli,33282.61,20,1664.13,64,20,1
2022-03-23,Ataşehir,24498.46,13,1884.5,50,13,1
2022-03-23,Bayrampaşa,34553.58,11,3141.23,31,11,2
2022-03-23,Beşiktaş,56698.88,31,1829.0,83,31,2
2022-03-23,Levent,89268.68,44,2028.83,147,44,2
2022-03-23,Pendik,18597.34,12,1549.78,37,12,1
2022-03-23,Üsküdar,13591.23,4,3397.81,15,4,1
2022-03-23,Şişli,28252.98,13,2173.31,40,13,1
2022-03-24,Ataşehir,34363.14,19,1808.59,67,19,1
2022-03-24,Bayrampaşa,23119.22,13,1778.4,25,13,2
2022-03-24,Beşiktaş,52940.5,31,1707.76,87,31,2
2022-03-24,Levent,60447.64,52,1162.45,160,52,2
2022-03-24,Pendik,10225.82,5,2045.16,18,5,1
2022-03-24,Üsküdar,12583.33,10,1258.33,29,10,1
2022-03-24,Şişli,50770.29,16,3173.14,56,16,1
2022-03-25,Ataşehir,55841.12,22,2538.23,55,22,1
2022-03-25,Bayrampaşa,34007.98,11,3091.63,36,11,2
2022-03-25,Beşiktaş,69313.54,35,1980.39,109,35,2
2022-03-25,Levent,110843.13,50,2216.86,148,50,2
2022-03-25,Pendik,7222.29,4,1805.57,10,4,1
2022-03-25,Üsküdar,5204.01,5,1040.8,18,5,1
2022-03-25,Şişli,14177.15,20,708.86,60,20,1
2022-03-26,Ataşehir,48737.4,15,3249.16,47,15,1
2022-03-26,Bayrampaşa,2522.21,10,252.22,23,10,2
2022-03-26,Beşiktaş,88501.02,33,2681.85,105,33,2
2022-03-26,Levent,89225.53,46,1939.69,123,46,2
2022-03-26,Pendik,15080.64,7,2154.38,29,7,1
2022-03-26,Üsküdar,37941.45,8,4742.68,25,8,1
2022-03-26,Şişli,16507.8,11,1500.71,33,11,1
2022-03-27,Ataşehir,29309.47,14,2093.53,42,14,1
2022-03-27,Bayrampaşa,18402.46,13,1415.57,29,13,2
2022-03-27,Beşiktaş,83937.29,34,2468.74,104,34,2
2022-03-27,Levent,95393.91,46,2073.78,149,46,2
2022-03-27,Pendik,3869.29,7,552.76,16,7,1
2022-03-27,Üsküdar,21934.37,6,3655.73,19,6,1
2022-03-27,Şişli,45164.4,10,4516.44,35,10,1
2022-03-28,Ataşehir,16413.8,12,1367.82,33,12,1
2022-03-28,Bayrampaşa,38489.71,19,2025.77,52,19,2
2022-03-28,Beşiktaş,62085.56,30,2069.52,89,30,2
2022-03-28,Levent,64162.96,45,1425.84,133,45,2
2022-03-28,Pendik,48135.32,8,6016.92,29,8,1
2022-03-28,Üsküdar,8507.72,5,1701.54,20,5,1
2022-03-28,Şişli,18949.46,9,2105.5,29,9,1
2022-03-29,Ataşehir,13287.37,9,1476.37,28,9,1
2022-03-29,Bayrampaşa,6740.59,9,748.96,26,9,2
2022-03-29,Beşiktaş,56472.96,27,2091.59,73,27,2
2022-03-29,Levent,43912.1,32,1372.25,91,32,2
2022-03-29,Pendik,2250.93,3,750.31,8,3,1
2022-03-29,Üsküdar,21305.01,5,4261.0,15,5,1
2022-03-29,Şişli,39850.77,19,2097.41,64,19,1
2022-03-30,Ataşehir,13424.37,8,1678.05,31,8,1
2022-03-30,Bayrampaşa,17944.09,12,1495.34,38,12,2
2022-03-30,Beşiktaş,58244.89,37,1574.19,96,37,2
2022-03-30,Levent,89173.5,47,1897.31,144,47,2
2022-03-30,Pendik,10204.6,7,1457.8,23,7,1
2022-03-30,Üsküdar,24578.89,10,2457.89,28,10,1
2022-03-30,Şişli,36555.97,14,2611.14,41,14,1
2022-03-31,Ataşehir,18865.3,15,1257.69,39,15,1
2022-03-31,Bayrampaşa,25359.8,15,1690.65,39,15,2
2022-03-31,Beşiktaş,31013.51,29,1069.43,73,29,2
2022-03-31,Levent,35697.91,41,870.68,95,41,2
2022-03-31,Pendik,13141.57,9,1460.17,21,9,1
2022-03-31,Üsküdar,6822.97,5,1364.59,17,5,1
2022-03-31,Şişli,46556.17,15,3103.74,46,15,1
2022-04-01,Ataşehir,18510.06,8,2313.76,28,8,1
2022-04-01,Bayrampaşa,27541.56,12,2295.13,40,12,2
2022-04-01,Beşiktaş,64940.98,29,2239.34,90,29,2
2022-04-01,Levent,62787.5,37,1696.96,110,37,2
2022-04-01,Pendik,13797.58,6,2299.6,24,6,1
2022-04-01,Üsküdar,22039.05,9,2448.78,27,9,1
2022-04-01,Şişli,23102.3,9,2566.92,33,9,1
2022-04-02,Ataşehir,9069.31,9,1007.7,22,9,1
2022-04-02,Bayrampaşa,20016.93,10,2001.69,26,10,2
2022-04-02,Beşiktaş,39340.42,33,1192.13,102,33,2
2022-04-02,Levent,89805.39,38,2363.3,113,38,2
2022-04-02,Pendik,29183.78,9,3242.64,24,9,1
2022-04-02,Üsküdar,8109.48,5,1621.9,13,5,1
2022-04-02,Şişli,18621.05,14,1330.08,39,14,1
2022-04-03,Ataşehir,12730.4,12,1060.87,34,12,1
2022-04-03,Bayrampaşa,30444.78,15,2029.65,46,15,2
2022-04-03,Beşiktaş,53682.29,29,1851.11,94,29,2
2022-04-03,Levent,118050.75,52,2270.21,151,52,2
2022-04-03,Pendik,4310.25,4,1077.56,12,4,1
2022-04-03,Üsküdar,253.2,2,126.6,2,2,1
2022-04-03,Şişli,48275.12,13,3713.47,35,13,1
2022-04-04,Ataşehir,33899.32,12,2824.94,48,12,1
2022-04-04,Bayrampaşa,18934.23,17,1113.78,50,17,2
2022-04-04,Beşiktaş,31307.35,20,1565.37,61,20,2
2022-04-04,Levent,84100.71,47,1789.38,133,47,2
2022-04-04,Pendik,7431.36,6,1238.56,13,6,1
2022-04-04,Üsküdar,8990.1,5,1798.02,19,5,1
2022-04-04,Şişli,31302.68,14,2235.91,39,14,1
2022-04-05,Ataşehir,24257.56,12,2021.46,34,12,1
2022-04-05,Bayrampaşa,14711.04,7,2101.58,27,7,2
2022-04-05,Beşiktaş,72793.97,30,2426.47,90,30,2
2022-04-05,Levent,36420.99,40,910.52,104,40,2
2022-04-05,Pendik,4215.54,4,1053.88,10,4,1
2022-04-05,Üsküdar,10730.91,5,2146.18,17,5,1
2022-04-05,Şişli,63568.45,13,4889.88,46,13,1
2022-04-06,Ataşehir,34525.21,16,2157.83,43,16,1
2022-04-06,Bayrampaşa,31540.75,18,1752.26,58,18,2
2022-04-06,Beşiktaş,38895.07,30,1296.5,73,30,2
2022-04-06,Levent,88200.55,47,1876.61,145,47,2
2022-04-06,Pendik,5049.53,5,1009.91,15,5,1
2022-04-06,Üsküdar,15186.36,6,2531.06,16,6,1
2022-04-06,Şişli,28028.51,11,2548.05,38,11,1
2022-04-07,Ataşehir,34173.08,12,2847.76,45,12,1
2022-04-07,Bayrampaşa,24055.27,17,1415.02,48,17,2
2022-04-07,Beşiktaş,39289.69,31,1267.41,94,31,2
2022-04-07,Levent,89127.94,43,2072.74,130,43,2
2022-04-07,Pendik,17485.22,7,2497.89,19,7,1
2022-04-07,Üsküdar,23280.0,8,2910.0,24,8,1
2022-04-07,Şişli,23816.1,16,1488.51,49,16,1
2022-04-08,Ataşehir,32771.59,14,2340.83,42,14,1
2022-04-08,Bayrampaşa,39615.18,17,2330.3,45,17,2
2022-04-08,Beşiktaş,53567.82,37,1447.78,98,37,2
2022-04-08,Levent,66487.48,44,1511.08,121,44,2
2022-04-08,Pendik,8846.47,3,2948.82,8,3,1
2022-04-08,Üsküdar,4874.45,8,609.31,22,8,1
2022-04-08,Şişli,14688.1,11,1335.28,31,11,1
2022-04-09,Ataşehir,15542.34,8,1942.79,32,8,1
2022-04-09,Bayrampaşa,2933.12,11,266.65,23,11,2
2022-04-09,Beşiktaş,26916.85,22,1223.49,62,22,2
2022-04-09,Levent,74494.74,41,1816.94,125,41,2
2022-04-09,Pendik,15307.84,11,1391.62,32,11,1
2022-04-09,Üsküdar,6077.34,6,1012.89,20,6,1
2022-04-09,Şişli,15956.14,10,1595.61,33,10,1
2022-04-10,Ataşehir,19420.59,11,1765.51,35,11,1
2022-04-10,Bayrampaşa,8561.52,15,570.77,46,15,2
2022-04-10,Beşiktaş,49026.12,27,1815.78,74,27,2
2022-04-10,Levent,44142.14,45,980.94,109,45,2
2022-04-10,Pendik,8108.48,8,1013.56,21,8,1
2022-04-10,Üsküdar,18682.81,7,2668.97,25,7,1
2022-04-10,Şişli,22315.34,8,2789.42,26,8,1
2022-04-11,Ataşehir,27370.02,14,1955.0,53,14,1
2022-04-11,Bayrampaşa,57198.46,16,3574.9,60,16,2
2022-04-11,Beşiktaş,44618.02,32,1394.31,101,32,2
2022-04-11,Levent,137198.85,55,2494.52,167,55,2
2022-04-11,Pendik,8167.66,9,907.52,25,9,1
2022-04-11,Üsküdar,8162.3,3,2720.77,6,3,1
2022-04-11,Şişli,46102.37,12,3841.86,39,12,1
2022-04-12,Ataşehir,47497.6,21,2261.79,72,21,1
2022-04-12,Bayrampaşa,3899.54,11,354.5,25,11,2
2022-04-12,Beşiktaş,59379.9,39,1522.56,134,39,2
2022-04-12,Levent,66637.42,44,1514.49,126,44,2
2022-04-12,Pendik,7180.7,6,1196.78,18,6,1
2022-04-12,Üsküdar,16869.0,9,1874.33,28,9,1
2022-04-12,Şişli,26556.54,10,2655.65,30,10,1
2022-04-13,Ataşehir,40261.32,10,4026.13,31,10,1
2022-04-13,Bayrampaşa,42080.2,16,2630.01,52,16,2
2022-04-13,Beşiktaş,95227.75,36,2645.22,115,36,2
2022-04-13,Levent,83514.59,41,2036.94,129,41,2
2022-04-13,Pendik,462.08,3,154.03,13,3,1
2022-04-13,Üsküdar,28892.62,4,7223.15,17,4,1
2022-04-13,Şişli,21215.09,15,1414.34,49,15,1
2022-04-14,Ataşehir,22874.16,11,2079.47,34,11,1
2022-04-14,Bayrampaşa,35047.83,9,3894.2,29,9,2
2022-04-14,Beşiktaş,101301.74,48,2110.45,140,48,2
2022-04-14,Levent,94861.46,44,2155.94,125,44,2
2022-04-14,Pendik,4010.49,3,1336.83,13,3,1
2022-04-14,Üsküdar,13404.38,5,2680.88,14,5,1
2022-04-14,Şişli,19645.12,6,3274.19,18,6,1
2022-04-15,Ataşehir,33071.05,7,4724.44,27,7,1
2022-04-15,Bayrampaşa,41947.52,14,2996.25,45,14,2
2022-04-15,Beşiktaş,52900.99,33,1603.06,93,33,2
2022-04-15,Levent,104652.17,37,2828.44,130,37,2
2022-04-15,Pendik,8894.83,4,2223.71,14,4,1
2022-04-15,Üsküdar,9382.17,8,1172.77,21,8,1
2022-04-15,Şişli,23572.98,10,2357.3,28,10,1
2022-04-16,Ataşehir,23215.93,14,1658.28,35,14,1
2022-04-16,Bayrampaşa,30767.35,14,2197.67,43,14,2
2022-04-16,Beşiktaş,83106.26,29,2865.73,90,29,2
2022-04-16,Levent,81948.76,38,2156.55,113,38,2
2022-04-16,Pendik,18181.92,10,1818.19,26,10,1
2022-04-16,Üsküdar,40512.97,7,5787.57,30,7,1
2022-04-16,Şişli,8177.02,8,1022.13,25,8,1
2022-04-17,Ataşehir,6550.16,6,1091.69,21,6,1
2022-04-17,Bayrampaşa,15036.85,8,1879.61,25,8,2
2022-04-17,Beşiktaş,46859.86,33,1420.0,93,33,2
2022-04-17,Levent,72825.32,37,1968.25,105,37,2
2022-04-17,Pendik,746.35,5,149.27,13,5,1
2022-04-17,Üsküdar,8783.08,6,1463.85,16,6,1
2022-04-17,Şişli,9065.81,11,824.16,29,11,1
2022-04-18,Ataşehir,2722.94,7,388.99,19,7,1
2022-04-18,Bayrampaşa,43243.41,17,2543.73,51,17,2
2022-04-18,Beşiktaş,23658.17,28,844.93,82,28,2
2022-04-18,Levent,108758.7,45,2416.86,133,45,2
2022-04-18,Pendik,11717.2,7,1673.89,22,7,1
2022-04-18,Üsküdar,12411.08,8,1551.38,17,8,1
2022-04-18,Şişli,25453.42,15,1696.89,45,15,1
2022-04-19,Ataşehir,26783.73,18,1487.99,49,18,1
2022-04-19,Bayrampaşa,29338.54,15,1955.9,46,15,2
2022-04-19,Beşiktaş,85836.62,31,2768.92,87,31,2
2022-04-19,Levent,61994.1,45,1377.65,136,45,2
2022-04-19,Pendik,4444.61,8,555.58,19,8,1
2022-04-19,Üsküdar,2640.7,4,660.17,7,4,1
2022-04-19,Şişli,6848.61,14,489.19,47,14,1
2022-04-20,Ataşehir,14711.22,11,1337.38,40,11,1
2022-04-20,Bayrampaşa,29353.95,15,1956.93,48,15,2
2022-04-20,Beşiktaş,56574.87,28,2020.53,89,28,2
2022-04-20,Levent,120357.47,45,2674.61,152,45,2
2022-04-20,Pendik,17148.88,5,3429.78,19,5,1
2022-04-20,Üsküdar,8762.5,5,1752.5,18,5,1
2022-04-20,Şişli,8261.45,7,1180.21,28,7,1
2022-04-21,Ataşehir,18840.5,14,1345.75,39,14,1
2022-04-21,Bayrampaşa,14467.28,11,1315.21,33,11,2
2022-04-21,Beşiktaş,67670.98,41,1650.51,112,41,2
2022-04-21,Levent,125761.46,49,2566.56,152,49,2
2022-04-21,Pendik,10023.87,6,1670.64,17,6,1
2022-04-21,Üsküdar,17323.25,10,1732.32,29,10,1
2022-04-21,Şişli,39513.01,12,3292.75,49,12,1
2022-04-22,Ataşehir,31706.72,16,1981.67,42,16,1
2022-04-22,Bayrampaşa,25036.42,13,1925.88,40,13,2
2022-04-22,Beşiktaş,73772.17,35,2107.78,108,35,2
2022-04-22,Levent,87178.11,37,2356.17,118,37,2
2022-04-22,Pendik,21522.36,5,4304.47,14,5,1
2022-04-22,Üsküdar,4442.22,4,1110.55,14,4,1
2022-04-22,Şişli,17086.31,13,1314.33,36,13,1
2022-04-23,Ataşehir,35666.01,12,2972.17,35,12,1
2022-04-23,Bayrampaşa,27413.46,12,2284.46,33,12,2
2022-04-23,Beşiktaş,61990.12,38,1631.32,113,38,2
2022-04-23,Levent,110254.59,49,2250.09,145,49,2
2022-04-23,Pendik,21015.8,8,2626.97,21,8,1
2022-04-23,Üsküdar,2700.23,5,540.05,11,5,1
2022-04-23,Şişli,26776.6,15,1785.11,36,15,1
2022-04-24,Ataşehir,26747.71,11,2431.61,31,11,1
2022-04-24,Bayrampaşa,14108.39,13,1085.26,42,13,2
2022-04-24,Beşiktaş,75368.23,32,2355.26,95,32,2
2022-04-24,Levent,162628.62,51,3188.8,169,51,2
2022-04-24,Pendik,10296.37,11,936.03,25,11,1
2022-04-24,Üsküdar,22027.0,9,2447.44,23,9,1
2022-04-24,Şişli,13324.73,10,1332.47,31,10,1
2022-04-25,Ataşehir,17862.92,15,1190.86,40,15,1
2022-04-25,Bayrampaşa,17229.2,13,1325.32,41,13,2
2022-04-25,Beşiktaş,43108.37,30,1436.95,86,30,2
2022-04-25,Levent,73475.25,55,1335.91,155,55,2
2022-04-25,Pendik,228.06,1,228.06,1,1,1
2022-04-25,Üsküdar,42676.76,14,3048.34,42,14,1
2022-04-25,Şişli,18387.68,10,1838.77,32,10,1
2022-04-26,Ataşehir,32152.29,12,2679.36,49,12,1
2022-04-26,Bayrampaşa,33030.94,12,2752.58,37,12,2
2022-04-26,Beşiktaş,49666.6,27,1839.5,75,27,2
2022-04-26,Levent,83344.16,40,2083.6,119,40,2
2022-04-26,Pendik,18070.19,7,2581.46,23,7,1
2022-04-26,Üsküdar,3517.93,3,1172.64,6,3,1
2022-04-26,Şişli,9935.79,12,827.98,35,12,1
2022-04-27,Ataşehir,28064.27,12,2338.69,39,12,1
2022-04-27,Bayrampaşa,33142.16,10,3314.22,34,10,2
2022-04-27,Beşiktaş,47605.79,27,1763.18,86,27,2
2022-04-27,Levent,95747.71,52,1841.3,166,52,2
2022-04-27,Pendik,23066.68,7,3295.24,24,7,1
2022-04-27,Üsküdar,2378.27,6,396.38,14,6,1
2022-04-27,Şişli,3624.84,9,402.76,16,9,1
2022-04-28,Ataşehir,16966.83,10,1696.68,30,10,1
2022-04-28,Bayrampaşa,10257.75,12,854.81,34,12,2
2022-04-28,Beşiktaş,54049.66,29,1863.78,93,29,2
2022-04-28,Levent,100007.59,50,2000.15,149,50,2
2022-04-28,Pendik,6969.27,8,871.16,18,8,1
2022-04-28,Üsküdar,5929.33,7,847.05,25,7,1
2022-04-28,Şişli,1419.38,4,354.85,12,4,1
2022-04-29,Ataşehir,12808.16,9,1423.13,24,9,1
2022-04-29,Bayrampaşa,23589.82,13,1814.6,37,13,2
2022-04-29,Beşiktaş,76095.4,28,2717.69,91,28,2
2022-04-29,Levent,80622.78,43,1874.95,122,43,2
2022-04-29,Pendik,48812.22,7,6973.17,24,7,1
2022-04-29,Üsküdar,22323.33,10,2232.33,30,10,1
2022-04-29,Şişli,33412.82,8,4176.6,28,8,1
2022-04-30,Ataşehir,33064.6,12,2755.38,38,12,1
2022-04-30,Bayrampaşa,15864.2,11,1442.2,30,11,2
2022-04-30,Beşiktaş,110271.42,41,2689.55,126,41,2
2022-04-30,Levent,120283.06,54,2227.46,154,54,2
2022-04-30,Pendik,6960.27,7,994.32,21,7,1
2022-04-30,Üsküdar,4017.69,5,803.54,17,5,1
2022-04-30,Şişli,33949.04,12,2829.09,30,12,1
2022-05-01,Ataşehir,27461.21,7,3923.03,20,7,1
2022-05-01,Bayrampaşa,46339.71,16,2896.23,46,16,2
2022-05-01,Beşiktaş,55288.04,30,1842.93,91,30,2
2022-05-01,Levent,97890.64,56,1748.05,162,56,2
2022-05-01,Pendik,16230.92,7,2318.7,25,7,1
2022-05-01,Üsküdar,6819.13,7,974.16,20,7,1
2022-05-01,Şişli,25571.66,6,4261.94,19,6,1
2022-05-02,Ataşehir,3426.4,9,380.71,25,9,1
2022-05-02,Bayrampaşa,45364.97,16,2835.31,45,16,2
2022-05-02,Beşiktaş,67383.52,25,2695.34,83,25,2
2022-05-02,Levent,163105.34,53,3077.46,158,53,2
2022-05-02,Pendik,23714.98,8,2964.37,27,8,1
2022-05-02,Üsküdar,7730.06,2,3865.03,8,2,1
2022-05-02,Şişli,19252.78,12,1604.4,31,12,1
2022-05-03,Ataşehir,27250.82,15,1816.72,40,15,1
2022-05-03,Bayrampaşa,19413.14,13,1493.32,37,13,2
2022-05-03,Beşiktaş,82932.99,37,2241.43,125,37,2
2022-05-03,Levent,60132.41,36,1670.34,107,36,2
2022-05-03,Pendik,7655.42,10,765.54,24,10,1
2022-05-03,Üsküdar,6459.22,3,2153.07,10,3,1
2022-05-03,Şişli,23206.53,6,3867.75,23,6,1
2022-05-04,Ataşehir,31325.38,18,1740.3,58,18,1
2022-05-04,Bayrampaşa,28147.21,16,1759.2,41,16,2
2022-05-04,Beşiktaş,64064.05,32,2002.0,99,32,2
2022-05-04,Levent,101740.98,45,2260.91,135,45,2
2022-05-04,Pendik,4967.34,2,2483.67,6,2,1
2022-05-04,Üsküdar,9378.45,7,1339.78,17,7,1
2022-05-04,Şişli,39386.01,9,4376.22,32,9,1
2022-05-05,Ataşehir,16661.01,10,1666.1,33,10,1
2022-05-05,Bayrampaşa,32203.5,15,2146.9,36,15,2
2022-05-05,Beşiktaş,50852.47,27,1883.42,75,27,2
2022-05-05,Levent,64302.35,42,1531.01,117,42,2
2022-05-05,Pendik,6305.68,3,2101.89,11,3,1
2022-05-05,Üsküdar,17492.84,7,2498.98,26,7,1
2022-05-05,Şişli,32989.06,15,2199.27,47,15,1
